order_id,customer_id,timestamp,total_amount,num_items,status,channel
31,CUST109,2024-03-02 18:53:00,1442.34,7,completed,takeaway
32,CUST118,2024-03-21 10:46:00,1651.54,8,cancelled,delivery
33,CUST111,2024-03-25 21:47:00,1195.27,5,completed,delivery
34,CUST099,2024-04-16 12:39:00,204.24,4,completed,takeaway
35,CUST053,2024-06-22 16:53:00,317.44,8,completed,delivery
36,CUST095,2024-03-12 17:23:00,339.88,7,completed,delivery
37,CUST002,2024-05-13 19:17:00,714.67,2,completed,dine-in
38,CUST059,2024-03-22 15:16:00,1362.14,1,completed,dine-in
39,CUST017,2024-04-02 16:34:00,1846.14,6,completed,takeaway
40,CUST003,2024-02-07 22:41:00,975.5,7,completed,delivery
41,CUST091,2024-03-12 11:14:00,1653.25,4,completed,dine-in
42,CUST078,2024-04-04 15:49:00,329.52,3,completed,dine-in
43,CUST003,2024-12-13 20:46:00,1253.62,3,completed,delivery
44,CUST004,2024-08-11 19:27:00,1939.86,1,completed,delivery
45,CUST022,2024-06-07 21:20:00,853.58,1,cancelled,dine-in
46,CUST089,2024-08-11 21:01:00,345.07,2,completed,dine-in
47,CUST113,2024-07-10 14:56:00,1566.13,7,completed,takeaway
48,CUST057,2024-09-13 19:28:00,692.33,5,completed,delivery
49,CUST021,2024-09-05 21:39:00,1615.58,6,cancelled,delivery
50,CUST097,2024-10-24 19:12:00,945.15,4,completed,dine-in
51,CUST067,2024-08-06 17:19:00,1329.84,6,completed,dine-in
52,CUST003,2024-08-31 11:57:00,1484.19,1,completed,dine-in
53,CUST106,2024-12-13 20:50:00,806.57,8,completed,dine-in
54,CUST110,2024-05-20 20:46:00,701.75,8,completed,dine-in
55,CUST009,2024-07-27 12:55:00,777.89,8,completed,dine-in
56,CUST072,2024-11-22 18:38:00,1457.4,1,completed,delivery
57,CUST116,2024-04-21 14:51:00,1099.96,8,completed,delivery
58,CUST031,2024-10-03 17:18:00,871.27,4,completed,dine-in
59,CUST117,2024-06-02 16:02:00,795.28,8,completed,dine-in
60,CUST072,2024-09-05 14:16:00,919.41,4,completed,delivery
61,CUST016,2024-04-28 13:20:00,603.31,6,completed,delivery
62,CUST107,2024-01-27 17:40:00,1223.1,6,completed,dine-in
63,CUST069,2024-10-19 17:39:00,664.34,2,completed,takeaway
64,CUST086,2024-01-09 19:12:00,306.12,1,completed,dine-in
65,CUST021,2024-08-02 22:26:00,1668.06,6,completed,delivery
66,CUST047,2024-09-19 21:27:00,1170.22,3,completed,takeaway
67,CUST067,2024-07-31 18:32:00,204.5,7,completed,dine-in
68,CUST102,2024-08-02 15:22:00,1058.7,8,completed,delivery
69,CUST009,2024-03-21 15:45:00,741.65,7,completed,dine-in
70,CUST033,2024-04-23 19:16:00,1832.97,7,completed,delivery
71,CUST111,2024-07-02 12:35:00,881.76,6,cancelled,takeaway
72,CUST042,2024-09-10 17:29:00,1018.3,7,completed,delivery
73,CUST071,2024-07-18 13:25:00,418.42,4,completed,delivery
74,CUST054,2024-11-11 22:54:00,1363.46,7,completed,dine-in
75,CUST064,2024-02-08 14:57:00,492.04,3,completed,dine-in
76,CUST006,2024-04-25 13:08:00,838.18,1,completed,dine-in
77,CUST070,2024-06-14 10:18:00,662.27,7,completed,delivery
78,CUST088,2024-05-12 22:21:00,1271.05,7,completed,dine-in
79,CUST008,2024-06-22 11:38:00,880.93,6,completed,takeaway
80,CUST080,2024-08-31 21:50:00,581.01,2,completed,delivery
81,CUST070,2024-08-28 22:48:00,1453.84,2,completed,takeaway
82,CUST002,2024-03-04 20:28:00,221.59,7,completed,dine-in
83,CUST097,2024-08-29 10:07:00,1842.92,6,completed,dine-in
84,CUST006,2024-12-24 17:48:00,1649.45,2,completed,dine-in
85,CUST099,2024-01-02 10:25:00,493.92,2,cancelled,delivery
86,CUST048,2024-07-30 19:22:00,491.85,8,completed,dine-in
87,CUST078,2024-01-02 19:03:00,938.28,4,completed,delivery
88,CUST027,2024-01-15 10:03:00,712.4,1,completed,dine-in
89,CUST100,2024-03-10 18:59:00,885.49,5,completed,takeaway
90,CUST089,2024-09-26 15:17:00,1673.27,3,completed,dine-in
91,CUST109,2024-04-17 21:23:00,1117.35,2,completed,delivery
92,CUST069,2024-03-23 21:26:00,844.01,4,completed,takeaway
93,CUST105,2024-05-13 10:11:00,607.9,3,completed,delivery
94,CUST025,2024-02-02 18:00:00,1034.43,1,completed,takeaway
95,CUST114,2024-12-04 13:00:00,475.28,8,completed,dine-in
96,CUST024,2024-04-10 18:32:00,822.38,5,completed,takeaway
97,CUST113,2024-06-11 14:47:00,745.32,3,completed,dine-in
98,CUST046,2024-01-22 18:53:00,1090.04,3,completed,dine-in
99,CUST082,2024-10-02 12:39:00,1785.41,7,completed,dine-in
100,CUST094,2024-06-24 12:54:00,1506.29,6,completed,dine-in
101,CUST109,2024-08-27 10:35:00,1521.26,4,completed,dine-in
102,CUST043,2024-08-12 14:45:00,375.4,5,completed,delivery
103,CUST103,2024-08-15 13:25:00,209.05,8,completed,dine-in
104,CUST078,2024-10-25 20:48:00,1307.93,3,completed,dine-in
105,CUST108,2024-02-02 21:22:00,505.26,5,completed,delivery
106,CUST031,2024-02-19 19:38:00,1545.76,4,cancelled,dine-in
107,CUST087,2024-02-09 21:44:00,1148.96,8,completed,delivery
108,CUST024,2024-05-24 20:50:00,754.89,3,completed,dine-in
109,CUST034,2024-03-05 12:58:00,663.53,2,completed,delivery
110,CUST118,2024-09-24 14:47:00,331.64,7,completed,dine-in
111,CUST089,2024-01-17 21:54:00,1541.82,2,completed,dine-in
112,CUST081,2024-05-04 15:15:00,366.4,1,completed,delivery
113,CUST037,2024-08-19 12:44:00,663.76,6,completed,delivery
114,CUST049,2024-07-20 19:48:00,1458.69,7,completed,delivery
115,CUST063,2024-03-06 15:19:00,1109.73,8,completed,dine-in
116,CUST009,2024-12-28 19:31:00,1615.69,6,completed,delivery
117,CUST047,2024-05-24 22:56:00,502.54,4,completed,dine-in
118,CUST105,2024-08-01 14:04:00,1895.69,7,completed,delivery
119,CUST084,2024-10-26 15:47:00,1731.24,4,completed,dine-in
120,CUST114,2024-01-05 11:44:00,1522.5,2,completed,delivery
121,CUST025,2024-09-28 19:40:00,177.78,4,completed,delivery
122,CUST116,2024-12-05 16:14:00,537.27,3,completed,dine-in
123,CUST107,2024-04-27 14:38:00,1450.63,2,completed,takeaway
124,CUST103,2024-02-09 16:14:00,1696.54,4,completed,dine-in
125,CUST017,2024-12-26 16:47:00,1633.08,5,completed,dine-in
126,CUST075,2024-07-20 10:09:00,602.62,7,cancelled,dine-in
127,CUST063,2024-02-21 18:12:00,1184.99,2,completed,delivery
128,CUST008,2024-08-07 22:41:00,781.58,5,completed,delivery
129,CUST091,2024-04-10 14:30:00,605.69,8,completed,dine-in
130,CUST045,2024-02-10 14:58:00,580.19,8,completed,takeaway
131,CUST024,2024-07-13 22:38:00,1175.66,3,completed,dine-in
132,CUST015,2024-07-19 11:19:00,530.8,3,completed,dine-in
133,CUST006,2024-01-03 14:22:00,1674.92,2,completed,dine-in
134,CUST032,2024-09-14 17:38:00,1624.8,8,completed,dine-in
135,CUST079,2024-07-06 12:40:00,1903.03,3,cancelled,dine-in
136,CUST010,2024-06-22 15:02:00,537.3,6,completed,dine-in
137,CUST057,2024-08-04 15:29:00,792.0,7,completed,delivery
138,CUST075,2024-03-08 14:33:00,987.14,2,cancelled,takeaway
139,CUST056,2024-09-12 18:18:00,317.66,2,completed,dine-in
140,CUST067,2024-08-16 15:08:00,949.72,5,completed,dine-in
141,CUST088,2024-05-08 10:02:00,811.2,8,completed,takeaway
142,CUST026,2024-05-29 21:56:00,1948.95,6,completed,delivery
143,CUST082,2024-05-07 22:14:00,1346.99,7,cancelled,dine-in
144,CUST051,2024-03-13 19:19:00,1298.81,3,completed,takeaway
145,CUST065,2024-05-15 11:54:00,1386.6,7,completed,dine-in
146,CUST073,2024-08-28 10:56:00,1603.28,6,completed,takeaway
147,CUST075,2024-01-20 21:38:00,1178.39,6,completed,takeaway
148,CUST096,2024-09-08 12:02:00,698.09,8,completed,takeaway
149,CUST111,2024-01-16 14:16:00,1356.03,8,completed,dine-in
150,CUST008,2024-06-22 11:14:00,826.3,4,completed,dine-in
151,CUST015,2024-11-18 18:08:00,1259.52,3,completed,takeaway
152,CUST030,2024-05-04 13:57:00,1744.83,3,completed,delivery
153,CUST076,2024-06-01 19:38:00,797.76,6,completed,delivery
154,CUST085,2024-02-15 12:55:00,1856.73,6,completed,delivery
155,CUST114,2024-12-19 14:30:00,1939.88,7,completed,takeaway
156,CUST085,2024-01-10 20:11:00,1063.68,4,completed,delivery
157,CUST015,2024-06-02 15:27:00,1434.61,5,cancelled,dine-in
158,CUST047,2024-01-08 11:01:00,190.05,1,completed,dine-in
159,CUST059,2024-01-17 19:29:00,482.62,1,cancelled,dine-in
160,CUST015,2024-09-03 15:24:00,179.13,5,completed,takeaway
161,CUST093,2024-03-25 11:51:00,1518.86,4,cancelled,dine-in
162,CUST057,2024-04-15 16:11:00,886.56,8,completed,delivery
163,CUST047,2024-06-21 14:05:00,507.79,7,completed,delivery
164,CUST033,2024-04-22 11:52:00,798.5,2,completed,dine-in
165,CUST088,2024-01-12 12:08:00,1124.75,5,completed,dine-in
166,CUST092,2024-05-05 20:53:00,898.6,5,completed,takeaway
167,CUST074,2024-04-22 21:28:00,663.77,8,completed,dine-in
168,CUST026,2024-07-21 12:10:00,1043.95,2,completed,dine-in
169,CUST017,2024-10-22 11:43:00,1459.41,4,cancelled,dine-in
170,CUST079,2024-12-11 10:27:00,1675.99,6,completed,takeaway
171,CUST098,2024-01-10 15:38:00,695.56,4,completed,takeaway
172,CUST039,2024-10-08 21:00:00,216.68,1,completed,dine-in
173,CUST015,2024-03-06 21:57:00,1752.7,5,completed,delivery
174,CUST099,2024-03-17 13:27:00,170.65,2,completed,delivery
175,CUST077,2024-11-01 13:12:00,977.61,6,completed,delivery
176,CUST049,2024-10-02 22:53:00,878.69,2,completed,dine-in
177,CUST080,2024-06-03 19:59:00,936.89,6,completed,delivery
178,CUST099,2024-09-08 13:49:00,1403.53,6,completed,dine-in
179,CUST059,2024-05-02 16:26:00,1416.66,7,completed,takeaway
180,CUST113,2024-09-15 11:36:00,1527.55,5,completed,dine-in
181,CUST061,2024-07-26 21:20:00,1059.37,6,cancelled,dine-in
182,CUST050,2024-05-30 21:41:00,869.66,5,completed,delivery
183,CUST075,2024-07-15 11:49:00,1392.05,3,cancelled,dine-in
184,CUST002,2024-10-05 17:02:00,613.63,3,completed,dine-in
185,CUST073,2024-01-16 17:19:00,294.82,1,cancelled,dine-in
186,CUST050,2024-07-31 16:26:00,1692.9,3,completed,takeaway
187,CUST106,2024-11-09 16:32:00,251.72,2,completed,takeaway
188,CUST069,2024-08-01 11:15:00,530.49,1,completed,dine-in
189,CUST115,2024-04-10 16:40:00,1174.37,8,completed,dine-in
190,CUST106,2024-09-09 12:42:00,1749.69,1,completed,delivery
191,CUST037,2024-10-12 19:28:00,1480.79,3,completed,dine-in
192,CUST103,2024-09-06 14:44:00,771.58,8,completed,delivery
193,CUST027,2024-12-09 12:58:00,1464.54,2,completed,delivery
194,CUST015,2024-10-29 19:40:00,1419.2,1,completed,delivery
195,CUST037,2024-02-14 20:47:00,1428.45,4,completed,delivery
196,CUST078,2024-05-09 14:48:00,874.71,7,completed,dine-in
197,CUST088,2024-04-19 10:33:00,1888.15,3,completed,dine-in
198,CUST060,2024-12-27 17:46:00,1727.83,4,completed,delivery
199,CUST007,2024-01-01 17:22:00,1751.69,5,completed,dine-in
200,CUST102,2024-07-13 18:16:00,1093.05,7,completed,dine-in
201,CUST087,2024-03-28 18:29:00,1048.06,7,completed,dine-in
202,CUST020,2024-01-15 11:56:00,677.39,3,completed,dine-in
203,CUST052,2024-08-01 14:00:00,1463.68,4,cancelled,dine-in
204,CUST102,2024-05-19 15:05:00,1600.17,5,completed,delivery
205,CUST054,2024-11-17 20:08:00,1085.18,2,cancelled,dine-in
206,CUST085,2024-04-16 18:59:00,1528.72,3,completed,delivery
207,CUST020,2024-04-22 14:21:00,813.15,1,completed,dine-in
208,CUST078,2024-02-26 17:53:00,1706.27,8,completed,dine-in
209,CUST065,2024-01-22 12:13:00,732.24,6,cancelled,delivery
210,CUST045,2024-09-03 20:36:00,1876.19,3,completed,delivery
211,CUST064,2024-03-28 20:23:00,1947.25,8,completed,takeaway
212,CUST081,2024-04-24 16:03:00,1678.37,6,completed,dine-in
213,CUST095,2024-06-07 20:35:00,1632.87,7,completed,dine-in
214,CUST017,2024-11-21 14:18:00,438.95,4,completed,takeaway
215,CUST100,2024-07-23 15:10:00,1814.7,3,completed,takeaway
216,CUST032,2024-09-24 18:31:00,1948.45,3,completed,delivery
217,CUST070,2024-06-25 20:50:00,1366.94,5,completed,delivery
218,CUST103,2024-01-24 18:30:00,1587.39,3,cancelled,dine-in
219,CUST037,2024-09-17 20:22:00,1833.87,6,completed,delivery
220,CUST118,2024-01-18 18:45:00,168.66,6,completed,dine-in
221,CUST095,2024-01-01 15:29:00,942.16,3,completed,dine-in
222,CUST023,2024-06-03 13:04:00,1325.44,1,completed,dine-in
223,CUST105,2024-09-08 18:19:00,868.76,3,completed,takeaway
224,CUST093,2024-04-27 16:47:00,181.48,2,completed,delivery
225,CUST116,2024-01-16 20:18:00,675.45,7,completed,delivery
226,CUST056,2024-09-05 16:56:00,1843.59,7,completed,dine-in
227,CUST080,2024-12-10 13:08:00,610.28,7,completed,delivery
228,CUST001,2024-03-05 18:26:00,1475.97,3,completed,dine-in
229,CUST110,2024-04-23 20:51:00,1271.84,4,completed,dine-in
230,CUST077,2024-03-22 22:28:00,1837.92,7,completed,dine-in
231,CUST064,2024-08-26 15:29:00,1494.31,5,completed,delivery
232,CUST074,2024-01-06 16:27:00,577.91,7,completed,dine-in
233,CUST052,2024-02-16 14:02:00,1984.52,4,completed,delivery
234,CUST029,2024-01-24 11:50:00,1004.36,8,completed,takeaway
235,CUST022,2024-12-22 19:41:00,1465.37,8,completed,takeaway
236,CUST089,2024-08-06 11:02:00,1892.8,7,completed,delivery
237,CUST114,2024-06-05 22:43:00,692.15,6,completed,delivery
238,CUST001,2024-03-31 11:38:00,889.85,4,completed,takeaway
239,CUST063,2024-01-24 17:03:00,1679.78,4,cancelled,delivery
240,CUST025,2024-09-07 19:37:00,1780.65,2,completed,delivery
241,CUST099,2024-04-25 20:35:00,307.56,1,cancelled,delivery
242,CUST005,2024-04-17 14:17:00,1471.56,7,completed,dine-in
243,CUST095,2024-11-25 18:29:00,803.47,2,completed,dine-in
244,CUST070,2024-03-25 19:19:00,850.4,4,completed,delivery
245,CUST072,2024-04-18 13:18:00,1657.26,2,completed,delivery
246,CUST120,2024-10-12 13:17:00,1145.15,6,completed,dine-in
247,CUST075,2024-04-02 14:48:00,472.91,8,completed,delivery
248,CUST089,2024-07-23 13:38:00,1489.76,7,completed,takeaway
249,CUST069,2024-04-12 16:23:00,1005.28,7,completed,delivery
250,CUST108,2024-02-07 10:56:00,371.21,7,completed,dine-in
251,CUST007,2024-08-23 18:26:00,1904.73,8,completed,dine-in
252,CUST026,2024-12-29 11:28:00,398.79,3,completed,dine-in
253,CUST042,2024-06-04 17:22:00,636.57,3,completed,takeaway
254,CUST107,2024-02-22 18:04:00,853.05,1,cancelled,dine-in
255,CUST068,2024-10-27 21:16:00,668.68,6,completed,takeaway
256,CUST101,2024-11-27 12:15:00,1885.43,7,completed,dine-in
257,CUST014,2024-06-01 15:03:00,1179.34,2,completed,dine-in
258,CUST055,2024-07-20 10:13:00,1301.08,4,completed,delivery
259,CUST043,2024-08-31 13:42:00,1125.01,5,completed,delivery
260,CUST064,2024-02-13 18:41:00,648.29,8,completed,delivery
261,CUST105,2024-11-04 14:21:00,1979.76,7,completed,dine-in
262,CUST077,2024-06-30 10:36:00,1053.61,3,completed,dine-in
263,CUST002,2024-05-31 11:09:00,1253.26,7,completed,dine-in
264,CUST091,2024-03-15 21:59:00,692.15,5,completed,delivery
265,CUST083,2024-10-07 17:16:00,389.91,6,completed,dine-in
266,CUST006,2024-03-30 18:26:00,1100.01,2,completed,takeaway
267,CUST087,2024-05-10 11:11:00,531.6,2,completed,dine-in
268,CUST089,2024-09-26 14:02:00,1292.94,1,completed,takeaway
269,CUST061,2024-05-24 21:42:00,1882.62,1,completed,takeaway
270,CUST052,2024-12-13 10:41:00,180.52,4,completed,delivery
271,CUST024,2024-05-16 15:24:00,1432.73,7,completed,dine-in
272,CUST119,2024-05-01 21:25:00,1765.23,3,completed,delivery
273,CUST039,2024-01-10 15:35:00,1380.74,6,completed,dine-in
274,CUST011,2024-06-13 16:29:00,1700.13,2,completed,dine-in
275,CUST064,2024-11-09 22:55:00,901.69,3,completed,delivery
276,CUST035,2024-01-14 15:27:00,331.93,4,completed,takeaway
277,CUST023,2024-03-12 10:18:00,367.66,7,completed,dine-in
278,CUST044,2024-10-30 11:20:00,1419.49,3,completed,takeaway
279,CUST020,2024-07-11 13:29:00,670.21,7,completed,delivery
280,CUST120,2024-09-30 20:22:00,1579.39,3,completed,delivery
281,CUST098,2024-06-09 21:30:00,1698.8,3,completed,dine-in
282,CUST084,2024-10-09 22:04:00,1483.16,3,completed,dine-in
283,CUST081,2024-06-30 12:23:00,383.66,7,completed,delivery
284,CUST008,2024-06-03 21:26:00,257.0,7,completed,delivery
285,CUST059,2024-07-11 12:02:00,338.47,7,completed,takeaway
286,CUST014,2024-04-15 10:40:00,346.04,3,completed,dine-in
287,CUST072,2024-01-05 18:44:00,1057.56,1,completed,dine-in
288,CUST097,2024-10-08 17:12:00,964.29,8,cancelled,dine-in
289,CUST050,2024-04-16 10:47:00,783.17,3,cancelled,dine-in
290,CUST026,2024-11-27 17:12:00,1334.01,1,completed,delivery
291,CUST029,2024-03-03 10:05:00,726.73,4,completed,dine-in
292,CUST047,2024-12-05 10:17:00,747.75,2,completed,dine-in
293,CUST053,2024-02-17 20:58:00,722.48,4,cancelled,dine-in
294,CUST108,2024-05-07 19:29:00,753.22,6,completed,dine-in
295,CUST006,2024-04-05 19:34:00,571.73,4,cancelled,delivery
296,CUST067,2024-06-16 15:27:00,423.79,6,completed,dine-in
297,CUST045,2024-07-29 14:29:00,1392.19,4,completed,delivery
298,CUST023,2024-04-20 22:29:00,472.31,2,completed,dine-in
299,CUST111,2024-12-06 18:00:00,1281.8,5,completed,delivery
300,CUST043,2024-01-22 11:58:00,628.44,8,completed,dine-in
301,CUST099,2024-06-11 21:16:00,635.87,3,cancelled,dine-in
302,CUST022,2024-05-13 14:31:00,1947.07,3,completed,dine-in
303,CUST037,2024-12-04 17:11:00,1589.22,5,cancelled,dine-in
304,CUST110,2024-06-10 18:51:00,914.54,3,completed,dine-in
305,CUST057,2024-10-31 19:43:00,1628.1,4,completed,takeaway
306,CUST051,2024-04-19 15:34:00,859.63,7,completed,takeaway
307,CUST051,2024-08-07 10:09:00,1774.57,5,completed,delivery
308,CUST082,2024-08-22 11:37:00,1888.47,3,completed,delivery
309,CUST002,2024-05-19 16:06:00,687.33,2,completed,delivery
310,CUST118,2024-12-28 18:47:00,400.4,1,completed,dine-in
311,CUST024,2024-05-09 16:26:00,381.69,7,completed,delivery
312,CUST117,2024-05-13 20:54:00,1757.99,7,completed,delivery
313,CUST097,2024-02-01 13:11:00,1897.75,5,completed,dine-in
314,CUST094,2024-07-01 19:19:00,1906.35,7,completed,dine-in
315,CUST117,2024-12-27 19:43:00,1446.85,1,completed,delivery
316,CUST119,2024-04-20 11:15:00,1594.86,1,completed,delivery
317,CUST031,2024-04-18 18:31:00,901.78,3,completed,takeaway
318,CUST082,2024-02-04 18:25:00,1757.57,5,completed,dine-in
319,CUST073,2024-10-24 13:55:00,749.26,6,completed,takeaway
320,CUST063,2024-12-05 21:56:00,1647.19,1,cancelled,dine-in
321,CUST011,2024-03-09 11:20:00,1690.13,5,completed,dine-in
322,CUST063,2024-09-10 12:08:00,1211.3,8,completed,delivery
323,CUST118,2024-03-18 22:01:00,1937.63,6,completed,delivery
324,CUST016,2024-06-22 11:39:00,1523.35,4,completed,dine-in
325,CUST016,2024-10-12 13:20:00,1154.39,3,completed,dine-in
326,CUST037,2024-05-06 18:16:00,800.02,1,completed,dine-in
327,CUST050,2024-01-23 21:23:00,158.42,7,cancelled,dine-in
328,CUST105,2024-09-22 17:10:00,1914.88,5,completed,dine-in
329,CUST017,2024-06-12 13:03:00,311.32,6,completed,delivery
330,CUST103,2024-08-09 13:31:00,1392.99,2,completed,dine-in
331,CUST081,2024-06-20 21:22:00,1052.77,3,completed,takeaway
332,CUST066,2024-03-09 19:47:00,1055.03,4,completed,takeaway
333,CUST119,2024-09-03 10:57:00,1058.94,3,completed,delivery
334,CUST064,2024-07-11 22:36:00,1090.37,5,completed,dine-in
335,CUST021,2024-07-11 17:19:00,562.8,8,cancelled,dine-in
336,CUST019,2024-11-19 13:04:00,1135.58,8,completed,dine-in
337,CUST031,2024-01-17 10:46:00,994.32,8,completed,dine-in
338,CUST036,2024-03-11 11:01:00,713.91,1,completed,delivery
339,CUST036,2024-09-06 13:54:00,1121.45,5,completed,takeaway
340,CUST057,2024-05-21 22:23:00,1574.56,5,completed,delivery
341,CUST032,2024-02-09 17:48:00,1973.17,8,completed,dine-in
342,CUST002,2024-11-14 21:40:00,1401.49,7,completed,takeaway
343,CUST087,2024-03-31 22:27:00,1684.27,6,completed,takeaway
344,CUST022,2024-12-14 22:14:00,1361.67,1,completed,delivery
345,CUST017,2024-02-04 10:32:00,1365.54,1,completed,delivery
346,CUST092,2024-01-17 21:57:00,1029.21,1,completed,dine-in
347,CUST048,2024-07-27 11:57:00,279.65,5,completed,delivery
348,CUST011,2024-04-01 10:36:00,1402.99,1,completed,delivery
349,CUST080,2024-02-18 18:40:00,1196.62,2,completed,dine-in
350,CUST054,2024-04-10 22:24:00,1388.54,7,cancelled,dine-in
351,CUST092,2024-11-14 22:45:00,1959.34,1,completed,takeaway
352,CUST046,2024-06-30 13:50:00,359.92,4,completed,delivery
353,CUST013,2024-06-28 20:30:00,815.93,3,completed,takeaway
354,CUST028,2024-04-14 16:57:00,1498.69,2,completed,takeaway
355,CUST120,2024-06-03 11:14:00,393.94,4,completed,dine-in
356,CUST053,2024-07-14 14:35:00,845.84,3,completed,delivery
357,CUST115,2024-02-19 21:23:00,1114.28,8,completed,dine-in
358,CUST065,2024-04-29 19:19:00,1347.26,8,completed,takeaway
359,CUST047,2024-04-21 21:23:00,773.18,3,completed,dine-in
360,CUST045,2024-10-14 10:37:00,1197.6,1,completed,delivery
361,CUST052,2024-02-10 21:09:00,1600.14,4,completed,delivery
362,CUST041,2024-06-16 18:13:00,489.12,5,completed,dine-in
363,CUST092,2024-12-12 16:43:00,448.99,2,completed,takeaway
364,CUST052,2024-04-18 12:24:00,1663.68,7,completed,dine-in
365,CUST050,2024-11-08 10:08:00,1955.56,1,completed,dine-in
366,CUST104,2024-04-18 21:37:00,1903.1,8,completed,delivery
367,CUST018,2024-08-23 20:18:00,1475.25,7,completed,dine-in
368,CUST005,2024-12-21 13:33:00,1598.74,6,completed,takeaway
369,CUST036,2024-06-21 11:19:00,1353.77,1,completed,dine-in
370,CUST076,2024-12-29 13:15:00,1521.71,7,completed,delivery
371,CUST063,2024-04-23 21:22:00,1208.68,1,completed,dine-in
372,CUST063,2024-11-13 19:38:00,299.87,3,completed,delivery
373,CUST059,2024-03-30 22:28:00,1681.2,8,cancelled,dine-in
374,CUST013,2024-01-30 20:47:00,1049.63,7,completed,delivery
375,CUST035,2024-06-22 16:17:00,1514.06,3,completed,dine-in
376,CUST106,2024-05-11 12:44:00,678.04,2,completed,takeaway
377,CUST004,2024-01-09 18:40:00,973.48,5,completed,delivery
378,CUST014,2024-10-16 22:11:00,372.52,2,completed,dine-in
379,CUST021,2024-07-06 22:49:00,843.55,4,completed,dine-in
380,CUST079,2024-10-04 17:37:00,1729.32,7,cancelled,dine-in
381,CUST054,2024-01-28 18:05:00,1563.3,8,completed,delivery
382,CUST104,2024-04-19 18:59:00,1202.78,8,completed,takeaway
383,CUST084,2024-09-14 14:59:00,569.18,6,cancelled,takeaway
384,CUST111,2024-03-06 13:45:00,958.23,6,completed,delivery
385,CUST080,2024-04-07 18:09:00,659.13,6,cancelled,takeaway
386,CUST073,2024-01-02 19:49:00,931.14,6,completed,delivery
387,CUST011,2024-01-18 19:28:00,621.97,8,completed,dine-in
388,CUST011,2024-05-23 16:54:00,376.94,3,cancelled,dine-in
389,CUST108,2024-05-26 13:10:00,1654.51,3,completed,takeaway
390,CUST080,2024-04-26 17:30:00,1522.8,3,completed,dine-in
391,CUST091,2024-09-03 22:28:00,1693.08,7,completed,dine-in
392,CUST065,2024-05-05 15:37:00,1637.65,8,completed,delivery
393,CUST114,2024-02-26 15:52:00,1029.66,6,cancelled,delivery
394,CUST023,2024-03-10 12:00:00,903.51,1,completed,delivery
395,CUST034,2024-03-10 20:57:00,1841.13,3,completed,dine-in
396,CUST105,2024-04-16 12:36:00,1213.36,1,completed,dine-in
397,CUST094,2024-05-19 16:35:00,792.27,5,completed,delivery
398,CUST099,2024-12-02 22:55:00,1729.13,5,completed,dine-in
399,CUST089,2024-07-26 21:46:00,1096.61,2,completed,delivery
400,CUST063,2024-12-09 17:38:00,643.84,1,completed,takeaway
401,CUST006,2024-12-18 15:44:00,1783.62,1,completed,dine-in
402,CUST085,2024-12-08 15:15:00,314.46,6,completed,dine-in
403,CUST040,2024-01-31 15:58:00,1477.66,5,completed,dine-in
404,CUST059,2024-09-11 20:54:00,854.46,7,completed,delivery
405,CUST116,2024-05-02 15:11:00,1325.48,3,completed,takeaway
